28.8	-63.6	-79.0
28.7	-64.4	-77.0
28.6	-64.8	-75.4
28.5	-65.2	-74.4
28.4	-65.6	-74.4
28.3	-66.2	-75.2
28.2	-67.5	-76.1
28.1	-69.3	-77.6
