#angle dBm
6	-82.6
19	-85.2
29	-87.5
40	-88.6
51	-89.3
64	-88.5
71	-87.2
81	-85.1
90	-84.7
94	-84.1
106	-84.2
113	-84.6
124	-85.9
133	-87.5
139	-88.5
145	-89.5
155	-90.8
163	-91.7
171	-91.2
177	-91.3
184	-88.4
188	-86.7
193	-85.7
203	-81.9
205	-81.1
210	-79.5
220	-76.9
229	-74.8
234	-73.9
238	-73.2
245	-72.4
252	-71.5
257	-70.9
263	-70.4
272	-70.1
275	-70.1
283	-70.2
293	-70.8
306	-72.2
318	-73.8
331	-76.6
345	-79.3
359	-81.7
6	-82.6
