#angle dBm
5	-87
24	-81.5
41	-77.8
55	-77.2
74	-78.7
89	-81.4
107	-84.8
118	-87.8
134	-94
148	-93.5
163	-84.8
176	-77.8
189	-72.7
202	-69.5
209	-68.3
219	-66.5
224	-67.0
236	-66.6
251	-68.1
266	-71.2
276	-74.4
291	-81.1
308	-90.4
327	-94
345	-94.2
357	-89.6
5	-87
