21.40	-62.6	-84.0
21.35	-62.5	-82.5
21.30	-62.3	-81.1
21.25	-62.3	-80.1
21.20	-62.5	-79.6
21.15	-62.5	-79.3
21.10	-62.3	-78.9
21.05	-62.0	-78.0
