#angle dBm
0	-81.2
5	-81
18	-81.1
30	-80.0
42	-79.5
57	-78.8
74	-79.5
91	-81.3
111	-85.3
130	-93.4
145	-93.5
157	-91.4
170	-83
186	-74.6
205	-68.7
223	-66
247	-66.9
263	-70.1
287	-79.4
304	-89.1
321	-90.5
334	-86.1
344	-83.1
0	-81.2
